,arr_delay
47521,360.0
47522,-19.0
47523,32.0
47524,-12.0
47525,140.0
47526,91.0
47527,-29.0
47528,13.0
47529,-8.0
47530,241.0
47531,211.0
47532,310.0
47533,-13.0
47534,-30.0
47535,170.0
47536,31.0
47537,34.0
47538,-14.0
47539,16.0
47540,-12.0
47541,13.0
47542,10.0
47543,6.0
47544,-22.0
47545,6.0
47546,7.0
47547,0.0
47548,20.0
47549,-4.0
47550,-38.0
47551,-4.0
47552,-7.0
47553,-13.0
47554,29.0
47555,52.0
47556,39.0
47557,-19.0
47558,1.0
47559,-2.0
47560,0.0
47561,0.0
47562,2.0
47563,-25.0
47564,-22.0
47565,-4.0
47566,-14.0
47567,-18.0
47568,-21.0
47569,-4.0
47570,99.0
47571,56.0
47572,-7.0
47573,38.0
47574,26.0
47575,-1.0
47576,92.0
47577,65.0
47578,0.0
47579,5.0
47580,4.0
47581,-8.0
47582,-28.0
47583,12.0
47584,-2.0
47585,-19.0
47586,-28.0
47587,-10.0
47588,13.0
47589,-14.0
47590,13.0
47591,-14.0
47592,-25.0
47593,11.0
47594,-2.0
47595,13.0
47596,-2.0
47597,-25.0
47598,-6.0
47599,19.0
47600,9.0
47601,3.0
47602,26.0
47603,8.0
47604,49.0
47605,-15.0
47606,225.0
47607,-21.0
47608,-22.0
47609,4.0
47610,-3.0
47611,4.0
47612,193.0
47613,-18.0
47614,0.0
47615,4.0
47616,104.0
47617,269.0
47618,-16.0
47619,-11.0
47620,18.0
47621,59.0
47622,69.0
47623,34.0
47624,1.0
47625,-20.0
47626,70.0
47627,-13.0
47628,-7.0
47629,32.0
47630,-15.0
47631,20.0
47632,15.0
47633,-2.0
47634,-30.0
47635,-7.0
47636,-13.0
47637,-13.0
47638,-5.0
47639,-25.0
47640,-20.0
47641,-3.0
47642,-4.0
47643,24.0
47644,-31.0
47645,28.0
47646,-9.0
47647,-15.0
47648,20.0
47649,-3.0
47650,-12.0
47651,-8.0
47652,29.0
47653,-4.0
47654,41.0
47655,-22.0
47656,-14.0
47657,-1.0
47658,-5.0
47659,-10.0
47660,-15.0
47661,-25.0
47662,-25.0
47663,-20.0
47664,-25.0
47665,-8.0
47666,48.0
47667,52.0
47668,-12.0
47669,-24.0
47670,6.0
47671,-6.0
47672,-11.0
47673,25.0
47674,-26.0
47675,69.0
47676,-3.0
47677,-15.0
47678,-6.0
47679,5.0
47680,26.0
47681,-2.0
47682,16.0
47683,5.0
47684,12.0
47685,-6.0
47686,47.0
47687,0.0
47688,-23.0
47689,-20.0
47690,10.0
47691,-13.0
47692,-9.0
47693,29.0
47694,7.0
47695,-2.0
47696,16.0
47697,9.0
47698,-30.0
47699,-12.0
47700,9.0
47701,32.0
47702,16.0
47703,-10.0
47704,-8.0
47705,-15.0
47706,43.0
47707,-12.0
47708,2.0
47709,-3.0
47710,25.0
47711,-7.0
47712,3.0
47713,-14.0
47714,-22.0
47715,17.0
47716,4.0
47717,-9.0
47718,-3.0
47719,-3.0
47720,-19.0
47721,50.0
47722,-16.0
47723,-13.0
47724,19.0
47725,2.0
47726,21.0
47727,-15.0
47728,16.0
47729,4.0
47730,-7.0
47731,-17.0
47732,-11.0
47733,3.0
47734,-10.0
47735,4.0
47736,-14.0
47737,-20.0
47738,-17.0
47739,-11.0
47740,-9.0
47741,-10.0
47742,-27.0
47743,-1.0
47744,-10.0
47745,-9.0
47746,-6.0
47747,-24.0
47748,-13.0
47749,-10.0
47750,-2.0
47751,6.0
47752,-8.0
47753,-15.0
47754,-13.0
47755,22.0
47756,-11.0
47757,0.0
47758,7.0
47759,15.0
47760,-16.0
47761,-3.0
47762,-10.0
47763,20.0
47764,10.0
47765,-15.0
47766,-14.0
47767,-16.0
47768,-11.0
47769,-9.0
47770,0.0
47771,1.0
47772,-19.0
47773,5.0
47774,8.0
47775,-13.0
47776,-6.0
47777,-17.0
47778,-9.0
47779,-15.0
47780,1.0
47781,5.0
47782,-20.0
47783,-21.0
47784,-11.0
47785,12.0
47786,2.0
47787,0.0
47788,-11.0
47789,62.0
47790,-10.0
47791,18.0
47792,-28.0
47793,-23.0
47794,-9.0
47795,46.0
47796,-2.0
47797,-17.0
47798,30.0
47799,5.0
47800,-10.0
47801,-24.0
47802,25.0
47803,7.0
47804,-7.0
47805,5.0
47806,-16.0
47807,18.0
47808,-10.0
47809,-12.0
47810,7.0
47811,-24.0
47812,1.0
47813,-2.0
47814,5.0
47815,27.0
47816,8.0
47817,-21.0
47818,15.0
47819,-15.0
47820,120.0
47821,-7.0
47822,-15.0
47823,-21.0
47824,10.0
47825,93.0
47826,-23.0
47827,-29.0
47828,-6.0
47829,-1.0
47830,-26.0
47831,-10.0
47832,12.0
47833,0.0
47834,-15.0
47835,-17.0
47836,7.0
47837,-2.0
47838,49.0
47839,-14.0
47840,-7.0
47841,4.0
47842,-27.0
47843,-14.0
47844,110.0
47845,35.0
47846,25.0
47847,-1.0
47848,-21.0
47849,-4.0
47850,0.0
47851,-6.0
47852,0.0
47853,-23.0
47854,85.0
47855,-3.0
47856,64.0
47857,-2.0
47858,5.0
47859,29.0
47860,37.0
47861,-1.0
47862,-19.0
47863,-5.0
47864,11.0
47865,-3.0
47866,-5.0
47867,-3.0
47868,1.0
47869,-26.0
47870,19.0
47871,28.0
47872,-9.0
47873,5.0
47874,-4.0
47875,53.0
47876,-8.0
47877,32.0
47878,6.0
47879,1.0
47880,-17.0
47881,30.0
47882,10.0
47883,-15.0
47884,-5.0
47885,-3.0
47886,1.0
47887,9.0
47888,20.0
47889,13.0
47890,5.0
47891,-5.0
47892,79.0
47893,-20.0
47894,-2.0
47895,19.0
47896,-20.0
47897,56.0
47898,-11.0
47899,103.0
47900,-13.0
47901,1.0
47902,15.0
47903,-21.0
47904,11.0
47905,-1.0
47906,-21.0
47907,-7.0
47908,-28.0
47909,-27.0
47910,-4.0
47911,30.0
47912,-20.0
47913,41.0
47914,52.0
47915,-34.0
47916,-26.0
47917,-14.0
47918,25.0
47919,1.0
47920,-14.0
47921,-10.0
47922,-26.0
47923,-25.0
47924,4.0
47925,-15.0
47926,10.0
47927,3.0
47928,-23.0
47929,19.0
47930,4.0
47931,18.0
47932,-3.0
47933,-41.0
47934,194.0
47935,9.0
47936,44.0
47937,40.0
47938,-41.0
47939,-22.0
47940,-5.0
47941,-19.0
47942,7.0
47943,6.0
47944,79.0
47945,5.0
47946,11.0
47947,-37.0
47948,-21.0
47949,181.0
47950,265.0
47951,-8.0
47952,-4.0
47953,11.0
47954,-14.0
47955,5.0
47956,-19.0
47957,209.0
47958,3.0
47959,6.0
47960,-16.0
47961,43.0
47962,421.0
47963,-29.0
47964,44.0
47965,-14.0
47966,9.0
47967,12.0
47968,22.0
47969,14.0
47970,-7.0
47971,3.0
47972,10.0
47973,18.0
47974,14.0
47975,83.0
47976,-8.0
47977,49.0
47978,5.0
47979,8.0
47980,-18.0
47981,33.0
47982,-17.0
47983,45.0
47984,23.0
47985,7.0
47986,-22.0
47987,-14.0
47988,-7.0
47989,119.0
47990,-1.0
47991,3.0
47992,-10.0
47993,23.0
47994,-5.0
47995,52.0
47996,1.0
47997,-5.0
47998,-14.0
47999,-4.0
48000,-15.0
48001,-16.0
48002,0.0
48003,38.0
48004,6.0
48005,41.0
48006,-12.0
48007,-10.0
48008,-1.0
48009,7.0
48010,50.0
48011,316.0
48012,102.0
48013,7.0
48014,-25.0
48015,-25.0
48016,14.0
48017,-2.0
48018,-14.0
48019,20.0
48020,-3.0
48021,23.0
48022,23.0
48023,2.0
48024,-15.0
48025,7.0
48026,11.0
48027,-14.0
48028,-9.0
48029,5.0
48030,-17.0
48031,-7.0
48032,-21.0
48033,-14.0
48034,-22.0
48035,-4.0
48036,197.0
48037,-8.0
48038,13.0
48039,-30.0
48040,-35.0
48041,-16.0
48042,10.0
48043,-18.0
48044,2.0
48045,-18.0
48046,-14.0
48047,-5.0
48048,-23.0
48049,16.0
48050,-11.0
48051,21.0
48052,-11.0
48053,35.0
48054,29.0
48055,8.0
48056,13.0
48057,-2.0
48058,-20.0
48059,-8.0
48060,-12.0
48061,-2.0
48062,-11.0
48063,-5.0
48064,-12.0
48065,-24.0
48066,-20.0
48067,0.0
48068,-23.0
48069,229.0
48070,-13.0
48071,48.0
48072,-1.0
48073,-32.0
48074,-35.0
48075,-30.0
48076,-17.0
48077,0.0
48078,-18.0
48079,-5.0
48080,36.0
48081,-13.0
48082,-21.0
48083,-17.0
48084,6.0
48085,-4.0
48086,71.0
48087,-15.0
48088,-25.0
48089,-30.0
48090,-15.0
48091,-7.0
48092,-4.0
48093,63.0
48094,64.0
48095,0.0
48096,-3.0
48097,52.0
48098,67.0
48099,-16.0
48100,-14.0
48101,-12.0
48102,-13.0
48103,-4.0
48104,-5.0
48105,-4.0
48106,64.0
48107,48.0
48108,34.0
48109,53.0
48110,-44.0
48111,-11.0
48112,-24.0
48113,-8.0
48114,12.0
48115,-20.0
48116,-7.0
48117,-12.0
48118,-17.0
48119,-31.0
48120,-17.0
48121,-34.0
48122,18.0
48123,-21.0
48124,-17.0
48125,-9.0
48126,-18.0
48127,-20.0
48128,-28.0
48129,-19.0
48130,-25.0
48131,-5.0
48132,11.0
48133,-1.0
48134,-24.0
48135,-5.0
48136,-15.0
48137,6.0
48138,-14.0
48139,-26.0
48140,20.0
48141,-2.0
48142,6.0
48143,-28.0
48144,-5.0
48145,-30.0
48146,28.0
48147,4.0
48148,5.0
48149,-10.0
48150,-22.0
48151,15.0
48152,44.0
48153,-35.0
48154,-18.0
48155,-9.0
48156,-24.0
48157,20.0
48158,-30.0
48159,-11.0
48160,-16.0
48161,-2.0
48162,87.0
48163,-15.0
48164,10.0
48165,-26.0
48166,-17.0
48167,-9.0
48168,-20.0
48169,28.0
48170,-39.0
48171,-8.0
48172,0.0
48173,-18.0
48174,-11.0
48175,-2.0
48176,27.0
48177,13.0
48178,36.0
48179,9.0
48180,-16.0
48181,-11.0
48182,-27.0
48183,10.0
48184,15.0
48185,2.0
48186,-6.0
48187,-11.0
48188,-11.0
48189,82.0
48190,76.0
48191,-3.0
48192,-20.0
48193,119.0
48194,123.0
48195,25.0
48196,-11.0
48197,-18.0
48198,-18.0
48199,30.0
48200,-27.0
48201,-17.0
48202,5.0
48203,8.0
48204,16.0
48205,0.0
48206,-24.0
48207,5.0
48208,-10.0
48209,-11.0
48210,-3.0
48211,-8.0
48212,-18.0
48213,6.0
48214,-24.0
48215,-19.0
48216,-34.0
48217,74.0
48218,-23.0
48219,-26.0
48220,1.0
48221,-17.0
48222,-17.0
48223,-14.0
48224,24.0
48225,18.0
48226,17.0
48227,-10.0
48228,37.0
48229,5.0
48230,-34.0
48231,13.0
48232,0.0
48233,-24.0
48234,-13.0
48235,12.0
48236,2.0
48237,-6.0
48238,-17.0
48239,-23.0
48240,20.0
48241,37.0
48242,-10.0
48243,4.0
48244,10.0
48245,-18.0
48246,-23.0
48247,-10.0
48248,7.0
48249,-12.0
48250,-18.0
48251,-31.0
48252,-23.0
48253,35.0
48254,93.0
48255,-31.0
48256,8.0
48257,-15.0
48258,6.0
48259,-4.0
48260,-16.0
48261,-20.0
48262,29.0
48263,20.0
48264,13.0
48265,26.0
48266,17.0
48267,-15.0
48268,-23.0
48269,-16.0
48270,-2.0
48271,122.0
48272,-28.0
48273,2.0
48274,16.0
48275,-7.0
48276,29.0
48277,-36.0
48278,-12.0
48279,261.0
48280,-20.0
48281,-36.0
48282,-22.0
48283,-10.0
48284,-9.0
48285,-13.0
48286,131.0
48287,-21.0
48288,-28.0
48289,-42.0
48290,2.0
48291,-1.0
48292,-28.0
48293,-20.0
48294,-8.0
48295,-8.0
48296,16.0
48297,42.0
48298,14.0
48299,98.0
48300,-22.0
48301,-26.0
48302,-31.0
48303,-17.0
48304,-26.0
48305,2.0
48306,-14.0
48307,23.0
48308,161.0
48309,11.0
48310,-17.0
48311,-16.0
48312,-17.0
48313,-29.0
48314,-2.0
48315,-16.0
48316,-22.0
48317,-26.0
48318,-25.0
48319,-32.0
48320,-3.0
48321,48.0
48322,40.0
48323,-18.0
48324,-36.0
48325,-19.0
48326,53.0
48327,-17.0
48328,-27.0
48329,-20.0
48330,-19.0
48331,-31.0
48332,236.0
48333,319.0
48334,-25.0
48335,-27.0
48336,-1.0
48337,-9.0
48338,-27.0
48339,-21.0
48340,-25.0
48341,-11.0
48342,-14.0
48343,-7.0
48344,19.0
48345,-41.0
48346,-12.0
48347,7.0
48348,10.0
48349,-25.0
48350,-9.0
48351,-32.0
48352,80.0
48353,-2.0
48354,-31.0
48355,54.0
48356,-24.0
48357,-12.0
48358,-29.0
48359,-17.0
48360,34.0
48361,-3.0
48362,26.0
48363,-8.0
48364,-26.0
48365,-23.0
48366,-25.0
48367,-19.0
48368,1.0
48369,3.0
48370,4.0
48371,24.0
48372,-12.0
48373,-32.0
48374,5.0
48375,-10.0
48376,47.0
48377,5.0
48378,-28.0
48379,-30.0
48380,-29.0
48381,-16.0
48382,-19.0
48383,-14.0
48384,-15.0
48385,17.0
48386,-2.0
48387,-15.0
48388,-1.0
48389,4.0
48390,-8.0
48391,-22.0
48392,-32.0
48393,-18.0
48394,65.0
48395,-32.0
48396,-8.0
48397,-19.0
48398,1.0
48399,-27.0
48400,-11.0
48401,-26.0
48402,-15.0
48403,0.0
48404,-1.0
48405,19.0
48406,-16.0
48407,-1.0
48408,-16.0
48409,-16.0
48410,-9.0
48411,0.0
48412,-14.0
48413,6.0
48414,0.0
48415,-11.0
48416,-8.0
48417,-7.0
48418,-6.0
48419,-26.0
48420,-1.0
48421,-17.0
48422,-46.0
48423,-3.0
48424,-47.0
48425,40.0
48426,61.0
48427,-8.0
48428,-13.0
48429,-64.0
48430,15.0
48431,3.0
48432,6.0
48433,30.0
48434,-53.0
48435,58.0
48436,-15.0
48437,-14.0
48438,17.0
48439,5.0
48440,-11.0
48441,8.0
48442,-43.0
48443,-3.0
48444,-42.0
48445,2.0
48446,-3.0
48447,-66.0
48448,20.0
48449,-20.0
48450,16.0
48451,-16.0
48452,14.0
48453,-26.0
48454,-18.0
48455,-10.0
48456,-19.0
48457,-10.0
48458,-25.0
48459,-11.0
48460,-29.0
48461,26.0
48462,13.0
48463,-7.0
48464,-5.0
48465,9.0
48466,5.0
48467,-42.0
48468,17.0
48469,-26.0
48470,-23.0
48471,-8.0
48472,-6.0
48473,-10.0
48474,-18.0
48475,-14.0
48476,-5.0
48477,-5.0
48478,14.0
48479,-16.0
48480,-14.0
48481,6.0
48482,-19.0
48483,-4.0
48484,-24.0
48485,-30.0
48486,-14.0
48487,-7.0
48488,-4.0
48489,14.0
48490,0.0
48491,15.0
48492,-3.0
48493,5.0
48494,-8.0
48495,10.0
48496,-13.0
48497,-7.0
48498,-3.0
48499,9.0
48500,-16.0
48501,-4.0
48502,-11.0
48503,-7.0
48504,-16.0
48505,-13.0
48506,-15.0
48507,3.0
48508,-1.0
48509,4.0
48510,-13.0
48511,-1.0
48512,-9.0
48513,-3.0
48514,-15.0
48515,-11.0
48516,-11.0
48517,8.0
48518,30.0
48519,-18.0
48520,55.0
48521,0.0
48522,-10.0
48523,4.0
48524,-8.0
48525,10.0
48526,-10.0
48527,15.0
48528,-16.0
48529,5.0
48530,-27.0
48531,-19.0
48532,6.0
48533,-32.0
48534,2.0
48535,-34.0
48536,-19.0
48537,-9.0
48538,-24.0
48539,6.0
48540,-7.0
48541,-14.0
48542,-10.0
48543,-22.0
48544,-5.0
48545,-17.0
48546,9.0
48547,-16.0
48548,-21.0
48549,-2.0
48550,5.0
48551,-17.0
48552,-9.0
48553,1.0
48554,-22.0
48555,31.0
48556,34.0
48557,-3.0
48558,44.0
48559,6.0
48560,-9.0
48561,-9.0
48562,46.0
48563,-20.0
48564,-15.0
48565,-1.0
48566,49.0
48567,-15.0
48568,-5.0
48569,3.0
48570,-28.0
48571,32.0
48572,-9.0
48573,-11.0
48574,-20.0
48575,9.0
48576,137.0
48577,110.0
48578,-27.0
48579,10.0
48580,-3.0
48581,-24.0
48582,-19.0
48583,-15.0
48584,-13.0
48585,2.0
48586,110.0
48587,-39.0
48588,19.0
48589,-12.0
48590,22.0
48591,-17.0
48592,-3.0
48593,-5.0
48594,-8.0
48595,6.0
48596,26.0
48597,3.0
48598,50.0
48599,-32.0
48600,-1.0
48601,-11.0
48602,-45.0
48603,-11.0
48604,13.0
48605,-15.0
48606,-11.0
48607,9.0
48608,160.0
48609,-6.0
48610,-40.0
48611,-10.0
48612,145.0
48613,2.0
48614,149.0
48615,1.0
48616,-5.0
48617,1.0
48618,-6.0
48619,26.0
48620,11.0
48621,28.0
48622,12.0
48623,-6.0
48624,-21.0
48625,9.0
48626,43.0
48627,5.0
48628,-9.0
48629,-31.0
48630,15.0
48631,50.0
48632,-3.0
48633,-27.0
48634,12.0
48635,-16.0
48636,-13.0
48637,-17.0
48638,-26.0
48639,-19.0
48640,-24.0
48641,-13.0
48642,-24.0
48643,-6.0
48644,-55.0
48645,-13.0
48646,28.0
48647,-11.0
48648,7.0
48649,-23.0
48650,34.0
48651,22.0
48652,-14.0
48653,-1.0
48654,-16.0
48655,64.0
48656,-15.0
48657,-19.0
48658,-20.0
48659,11.0
48660,37.0
48661,-21.0
48662,-15.0
48663,-21.0
48664,-14.0
48665,-17.0
48666,-16.0
48667,-4.0
48668,-35.0
48669,-20.0
48670,1.0
48671,-20.0
48672,-7.0
48673,-14.0
48674,-20.0
48675,-10.0
48676,-3.0
48677,-9.0
48678,7.0
48679,-8.0
48680,14.0
48681,11.0
48682,21.0
48683,-11.0
48684,-28.0
48685,2.0
48686,-11.0
48687,2.0
48688,-4.0
48689,-33.0
48690,-13.0
48691,-16.0
48692,-4.0
48693,-20.0
48694,-16.0
48695,-18.0
48696,-23.0
48697,11.0
48698,279.0
48699,-6.0
48700,26.0
48701,8.0
48702,-20.0
48703,-8.0
48704,-31.0
48705,-21.0
48706,-10.0
48707,-13.0
48708,2.0
48709,-14.0
48710,-16.0
48711,-2.0
48712,-16.0
48713,-8.0
48714,4.0
48715,-6.0
48716,2.0
48717,-26.0
48718,6.0
48719,-18.0
48720,-16.0
48721,-2.0
48722,-11.0
48723,13.0
48724,11.0
48725,-14.0
48726,-19.0
48727,-4.0
48728,3.0
48729,-14.0
48730,-7.0
48731,-27.0
48732,-34.0
48733,-20.0
48734,-12.0
48735,23.0
48736,-6.0
48737,-18.0
48738,18.0
48739,-22.0
48740,-20.0
48741,-5.0
48742,-11.0
48743,28.0
48744,-10.0
48745,4.0
48746,4.0
48747,1.0
48748,-23.0
48749,-23.0
48750,0.0
48751,-8.0
48752,-3.0
48753,-19.0
48754,6.0
48755,10.0
48756,-15.0
48757,20.0
48758,-6.0
48759,16.0
48760,32.0
48761,-4.0
48762,-5.0
48763,-3.0
48764,80.0
48765,-3.0
48766,-13.0
48767,-24.0
48768,-5.0
48769,67.0
48770,-12.0
48771,-14.0
48772,-23.0
48773,-13.0
48774,8.0
48775,-5.0
48776,-9.0
48777,-6.0
48778,-14.0
48779,-11.0
48780,-20.0
48781,14.0
48782,106.0
48783,7.0
48784,7.0
48785,-54.0
48786,9.0
48787,31.0
48788,4.0
48789,0.0
48790,-34.0
48791,-37.0
48792,-3.0
48793,-22.0
48794,-11.0
48795,-4.0
48796,-18.0
48797,20.0
48798,43.0
48799,-37.0
48800,-7.0
48801,-52.0
48802,3.0
48803,-51.0
48804,125.0
48805,6.0
48806,-7.0
48807,18.0
48808,-54.0
48809,36.0
48810,-17.0
48811,-35.0
48812,-44.0
48813,-23.0
48814,13.0
48815,12.0
48816,4.0
48817,-2.0
48818,45.0
48819,-1.0
48820,-20.0
48821,-12.0
48822,-27.0
48823,-14.0
48824,-20.0
48825,-44.0
48826,-1.0
48827,-41.0
48828,-5.0
48829,-6.0
48830,-32.0
48831,-7.0
48832,-19.0
48833,23.0
48834,-52.0
48835,-21.0
48836,41.0
48837,-8.0
48838,3.0
48839,-29.0
48840,18.0
48841,4.0
48842,-54.0
48843,24.0
48844,36.0
48845,-5.0
48846,-60.0
48847,12.0
48848,-19.0
48849,-17.0
48850,-38.0
48851,-19.0
48852,-45.0
48853,-31.0
48854,12.0
48855,-2.0
48856,-50.0
48857,-10.0
48858,-25.0
48859,17.0
48860,0.0
48861,-16.0
48862,4.0
48863,-13.0
48864,10.0
48865,-2.0
48866,4.0
48867,-20.0
48868,8.0
48869,3.0
48870,-17.0
48871,-16.0
48872,-5.0
48873,-7.0
48874,-26.0
48875,-8.0
48876,-5.0
48877,-47.0
48878,38.0
48879,-1.0
48880,-48.0
48881,2.0
48882,-44.0
48883,-37.0
48884,-39.0
48885,-13.0
48886,-31.0
48887,16.0
48888,-32.0
48889,26.0
48890,-2.0
48891,-6.0
48892,-26.0
48893,-14.0
48894,-11.0
48895,41.0
48896,-1.0
48897,127.0
48898,-23.0
48899,-14.0
48900,-35.0
48901,-14.0
48902,-36.0
48903,-20.0
48904,-8.0
48905,-26.0
48906,-33.0
48907,11.0
48908,-38.0
48909,-47.0
48910,-34.0
48911,-9.0
48912,-29.0
48913,-24.0
48914,-22.0
48915,-9.0
48916,-50.0
48917,-19.0
48918,-21.0
48919,-54.0
48920,-51.0
48921,22.0
48922,-37.0
48923,-42.0
48924,67.0
48925,55.0
48926,5.0
48927,-31.0
48928,-11.0
48929,-46.0
48930,-28.0
48931,14.0
48932,-14.0
48933,-20.0
48934,-5.0
48935,-1.0
48936,-25.0
48937,-26.0
48938,39.0
48939,18.0
48940,-2.0
48941,-45.0
48942,-9.0
48943,38.0
48944,18.0
48945,6.0
48946,-22.0
48947,4.0
48948,-14.0
48949,-5.0
48950,2.0
48951,-16.0
48952,60.0
48953,-50.0
48954,7.0
48955,0.0
48956,-25.0
48957,5.0
48958,-61.0
48959,5.0
48960,-26.0
48961,-25.0
48962,-9.0
48963,-32.0
48964,92.0
48965,4.0
48966,-2.0
48967,-38.0
48968,-5.0
48969,-56.0
48970,-13.0
48971,-29.0
48972,-37.0
48973,-18.0
48974,-1.0
48975,-51.0
48976,7.0
48977,-12.0
48978,-45.0
48979,12.0
48980,-2.0
48981,26.0
48982,-26.0
48983,16.0
48984,38.0
48985,15.0
48986,-3.0
48987,-1.0
48988,-20.0
48989,-10.0
48990,-8.0
48991,-16.0
48992,-14.0
48993,1.0
48994,-14.0
48995,-7.0
48996,-6.0
48997,-14.0
48998,-10.0
48999,114.0
49000,62.0
49001,-14.0
49002,-5.0
49003,-5.0
49004,12.0
49005,-1.0
49006,19.0
49007,14.0
49008,52.0
49009,27.0
49010,-11.0
49011,36.0
49012,-3.0
49013,12.0
49014,-12.0
49015,-8.0
49016,9.0
49017,-8.0
49018,9.0
49019,-4.0
49020,-19.0
49021,-3.0
49022,97.0
49023,9.0
49024,20.0
49025,69.0
49026,14.0
49027,-4.0
49028,-13.0
49029,1.0
49030,0.0
49031,3.0
49032,5.0
49033,0.0
49034,-2.0
49035,12.0
49036,-1.0
49037,139.0
49038,18.0
49039,98.0
49040,13.0
49041,6.0
49042,-20.0
49043,-5.0
49044,-13.0
49045,-14.0
49046,-15.0
49047,-4.0
49048,-22.0
49049,-16.0
49050,-12.0
49051,-7.0
49052,86.0
49053,42.0
49054,3.0
49055,151.0
49056,99.0
49057,-23.0
49058,-31.0
49059,22.0
49060,-17.0
49061,-11.0
49062,-27.0
49063,-14.0
49064,-20.0
49065,42.0
49066,9.0
49067,33.0
49068,67.0
49069,84.0
49070,65.0
49071,2.0
49072,52.0
49073,23.0
49074,-19.0
49075,-16.0
49076,-18.0
49077,-20.0
49078,17.0
49079,-18.0
49080,7.0
49081,151.0
49082,-5.0
49083,6.0
49084,-1.0
49085,5.0
49086,15.0
49087,21.0
49088,9.0
49089,-14.0
49090,66.0
49091,-9.0
49092,-21.0
49093,-8.0
49094,0.0
49095,14.0
49096,-12.0
49097,52.0
49098,-18.0
49099,5.0
49100,5.0
49101,-19.0
49102,6.0
49103,23.0
49104,5.0
49105,76.0
49106,16.0
49107,25.0
49108,-22.0
49109,-19.0
49110,0.0
49111,-8.0
49112,-9.0
49113,2.0
49114,168.0
49115,-9.0
49116,-10.0
49117,36.0
49118,11.0
49119,-13.0
49120,-14.0
49121,38.0
49122,149.0
49123,-4.0
49124,-19.0
49125,12.0
49126,10.0
49127,-5.0
49128,7.0
49129,56.0
49130,-5.0
49131,11.0
49132,55.0
49133,-12.0
49134,8.0
49135,-4.0
49136,0.0
49137,-27.0
49138,-20.0
49139,-29.0
49140,4.0
49141,16.0
49142,-9.0
49143,-23.0
49144,158.0
49145,1.0
49146,19.0
49147,-16.0
49148,6.0
49149,-21.0
49150,31.0
49151,-3.0
49152,110.0
49153,-11.0
49154,-11.0
49155,16.0
49156,-1.0
49157,1.0
49158,24.0
49159,11.0
49160,6.0
49161,54.0
49162,54.0
49163,-14.0
49164,-5.0
49165,-6.0
49166,-14.0
49167,1.0
49168,-14.0
49169,26.0
49170,91.0
49171,42.0
49172,0.0
49173,-24.0
49174,-12.0
49175,91.0
49176,114.0
49177,42.0
49178,16.0
49179,77.0
49180,18.0
49181,99.0
49182,11.0
49183,20.0
49184,26.0
49185,34.0
49186,-2.0
49187,8.0
49188,4.0
49189,-17.0
49190,-4.0
49191,315.0
49192,28.0
49193,38.0
49194,0.0
49195,12.0
49196,47.0
49197,4.0
49198,45.0
49199,-29.0
49200,-45.0
49201,-5.0
49202,-16.0
49203,-9.0
49204,-10.0
49205,-21.0
49206,24.0
49207,48.0
49208,-14.0
49209,-47.0
49210,-16.0
49211,-16.0
49212,-12.0
49213,71.0
49214,62.0
49215,-13.0
49216,-16.0
49217,36.0
49218,23.0
49219,0.0
49220,-24.0
49221,7.0
49222,-10.0
49223,1.0
49224,23.0
49225,105.0
49226,-9.0
49227,0.0
49228,6.0
49229,12.0
49230,-14.0
49231,-12.0
49232,-3.0
49233,1.0
49234,48.0
49235,27.0
49236,8.0
49237,144.0
49238,25.0
49239,56.0
49240,-4.0
49241,-10.0
49242,168.0
49243,5.0
49244,-15.0
49245,-10.0
49246,-22.0
49247,-3.0
49248,-16.0
49249,11.0
49250,-25.0
49251,-22.0
49252,18.0
49253,-14.0
49254,-34.0
49255,-14.0
49256,4.0
49257,64.0
49258,499.0
49259,305.0
49260,136.0
49261,9.0
49262,3.0
49263,-16.0
49264,195.0
49265,-20.0
49266,-3.0
49267,6.0
49268,-22.0
49269,2.0
49270,-17.0
49271,-4.0
49272,5.0
49273,-27.0
49274,78.0
49275,-11.0
49276,-7.0
49277,54.0
49278,-11.0
49279,87.0
49280,-29.0
49281,284.0
49282,216.0
49283,-4.0
49284,287.0
49285,336.0
49286,72.0
49287,-25.0
49288,-5.0
49289,-13.0
49290,105.0
49291,120.0
49292,21.0
49293,8.0
49294,115.0
49295,144.0
49296,5.0
49297,-23.0
49298,18.0
49299,17.0
49300,12.0
49301,-18.0
49302,14.0
49303,2.0
49304,-10.0
49305,36.0
49306,2.0
49307,-9.0
49308,-14.0
49309,-19.0
49310,-16.0
49311,-14.0
49312,0.0
49313,-1.0
49314,117.0
49315,55.0
49316,-5.0
49317,0.0
49318,173.0
49319,-2.0
49320,3.0
49321,53.0
49322,-3.0
49323,40.0
49324,106.0
49325,-1.0
49326,2.0
49327,-2.0
49328,-3.0
49329,28.0
49330,8.0
49331,-2.0
49332,31.0
49333,22.0
49334,-13.0
49335,-10.0
49336,19.0
49337,-10.0
49338,18.0
49339,50.0
49340,37.0
49341,1.0
49342,-24.0
49343,-3.0
49344,4.0
49345,-4.0
49346,-3.0
49347,-5.0
49348,7.0
49349,-14.0
49350,12.0
49351,8.0
49352,17.0
49353,-3.0
49354,-5.0
49355,32.0
49356,-9.0
49357,-10.0
49358,129.0
49359,237.0
49360,201.0
49361,-16.0
49362,-8.0
49363,-3.0
49364,109.0
